LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000365754-0001-3,SOPIN KIM,LUCKY DONUTS & CROISSANTS,9500 SEPULVEDA BLVD,NORTH HILLS,91343-3306,9500 SEPULVEDA 91343,,,,722110,Full-service restaurants,7,04/30/1996,,"(34.2428, -118.4673)"
0002781254-0001-7,JIANCHUN LIU,GOOD CHINA,12102  1/2 VICTORY BLVD,NORTH HOLLYWOOD,91606-3272,12102 VICTORY 91606-3272,805 S CHAPEL AVENUE APT #A,ALHAMBRA,91801-4423,722110,Full-service restaurants,2,10/17/2014,,"(34.1866, -118.3966)"
0000122891-0001-4,LOS BURRITOS INC,LOS BURRITOS,4929 W SUNSET BLVD,LOS ANGELES,90027-5813,4929 SUNSET 90027-5813,,,,722110,Full-service restaurants,13,11/01/1977,,"(34.0981, -118.2968)"
0000435873-0002-9,CM FOODS INC,BENITO'S TACO SHOP,11419 SANTA MONICA BLVD,LOS ANGELES,90025-3009,11419 Santa Monica 90025-3009,,,,722110,Full-service restaurants,11,01/31/2020,,"(34.046, -118.4516)"
0002936734-0001-6,"SG RESTAURANT, LLC",SEOUL GARDEN RESTAURANT,1833 W OLYMPIC BLVD,LOS ANGELES,90006-3701,1833 OLYMPIC 90006-3701,1833 W OLYMPIC BLVD,LOS ANGELES,90006-3701,722110,Full-service restaurants,1,10/10/2016,,"(34.0508, -118.2772)"
0003121360-0001-4,GUSHIYA LLC,,1585   SEPULVEDA BLVD   SUITE #D,TORRANCE,90501-5156,1585 SEPULVEDA 90501,1585   SEPULVEDA BLVD   SUITE #D,TORRANCE,90501-5156,722110,Full-service restaurants,15,04/24/2019,,"(33.8165, -118.3058)"
0000139949-0001-8,SUNSWEPT LLC,MEXICALI COCINA CANTINA,12161 VENTURA BLVD,STUDIO CITY,91604-2515,12161 VENTURA 91604-2515,,,,722110,Full-service restaurants,2,07/01/1995,,"(34.1434, -118.3971)"
0000650423-0022-0,DEL TACO LLC,DEL TACO,4376 W SUNSET BLVD,LOS ANGELES,90029-2155,4376 SUNSET 90029-2155,25521 COMMERCENTRE DRIVE SUITE #200,LAKE FOREST,92630-8872,722110,Full-service restaurants,4,06/08/2011,,"(34.0962, -118.2845)"
0002713562-0003-2,BELAY ZEMEDKUN KASSA,YORDANOS ETHIOPIAN RESTAURANT,4020 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90008-1716,4020 MARTIN LUTHER KING JR 90008-1716,,,,722110,Full-service restaurants,10,12/28/2018,,"(34.0156, -118.3436)"
0003017735-0001-1,HAYATO RESTAURANTS INC.,HAYATO,1320 E 7TH STREET   SUITE #126,LOS ANGELES,90021-1114,1320 7TH 90021-1114,1320 E 7TH STREET   SUITE #126,LOS ANGELES,90021-1114,722110,Full-service restaurants,14,11/17/2017,,"(34.0363, -118.2407)"
0003053598-0001-6,SAFFRONITA LLC,BAVEL,500   MATEO STREET,LOS ANGELES,90013-2222,500 MATEO 90013-2222,3547   VOYAGER STREET   #201,TORRANCE,90503-1673,722110,Full-service restaurants,14,05/08/2018,,"(34.0415, -118.2326)"
0002924942-0001-6,THIRD STREET CAFE INC,CHERBOURG,3624 W 3RD STREET,LOS ANGELES,90020-2008,3624 3RD 90020-2008,3785   WILSHIRE BLVD   #2205,LOS ANGELES,90010-2889,722110,Full-service restaurants,10,08/02/2016,,"(34.069, -118.2948)"
0000472109-0001-9,6001 MELROSE INC,MARINO RISTORANTE,6001 MELROSE AVENUE,LOS ANGELES,90038-3651,6001 MELROSE 90038-3651,,,,722110,Full-service restaurants,4,10/03/1983,,"(34.0834, -118.3309)"
0002685915-0001-8,ROCKIN WINGS LLC,,4420 EAGLE ROCK BLVD,LOS ANGELES,90041-3213,4420 EAGLE ROCK 90041-3213,16418 VINTAGE STREET,NORTH HILLS,91343-1229,722110,Full-service restaurants,14,09/01/2013,,"(34.1248, -118.2198)"
0002245516-0001-2,RIORDANS LLC,RIORDANS TAVERN,875 S FIGUEROA STREET,LOS ANGELES,90017-2507,875 FIGUEROA 90017-2507,,,,722110,Full-service restaurants,14,04/06/2007,,"(34.0465, -118.2624)"
0000479780-0001-7,SOON NAM KIM,TOAD HOUSE,4503 BEVERLY BLVD,LOS ANGELES,90004-2701,4503 BEVERLY 90004-2701,,,,722110,Full-service restaurants,10,02/20/2004,,"(34.0762, -118.3069)"
0000105880-0001-5,S & R SUBWAY INC,SUBWAY SANDWICHES,8406 LINCOLN BLVD,LOS ANGELES,90045-2416,8406 LINCOLN 90045-2416,POST OFFICE BOX #7219,NORTHRIDGE,91327-7219,722110,Full-service restaurants,11,03/29/2000,,"(33.9612, -118.4203)"
0000849600-0001-2,STELIAN TASU,PAGLIACCIS,4366 COLDWATER CANYON AVENUE,STUDIO CITY,91604-1437,4366 COLDWATER CANYON 91604-1437,,,,722110,Full-service restaurants,2,01/01/1991,,"(34.1498, -118.4137)"
0000749026-0001-2,MARIA DEL SOCORRO RODRIGUEZ,,5939 MALABAR STREET APT #D,HUNTINGTON PARK,90255-2860,5939 MALABAR 90255-2860,POST OFFICE BOX #111389,LOS ANGELES,90011-9389,722110,Full-service restaurants,0,02/01/2006,,
0002269847-0001-4,TOKIO LOS ANGELES LLC,COUTURE | TOKIO LOS ANGELES LLC,1640 N CAHUENGA BLVD,LOS ANGELES,90028-6202,1640 CAHUENGA 90028-6202,1626 WILCOX AVENUE UNIT #777,LOS ANGELES,90028-6206,722110,Full-service restaurants,13,07/01/2007,,"(34.1005, -118.3295)"
0002375530-0001-7,LAL RESTAURANT MANAGEMENT LLC,WOLFGANG PUCK BAR AND GRILL,800 W OLYMPIC BLVD #A180,LOS ANGELES,90015-1374,800 OLYMPIC 90015-1374,800 W OLYMPIC BLVD   #A-180,LOS ANGELES,90015-1360,722110,Full-service restaurants,14,10/01/2008,,"(34.045, -118.2639)"
0003249624-0001-9,FINNEYS PORTER RANCH LP,FINNEYS PORTER RANCH,20065   RINALDI STREET   SUITE #170,PORTER RANCH,91326-4918,20065 RINALDI 91326,32107   LINDERO CYN     SUITE #118,WESTLAKE VILLAGE,91361-4244,722110,Full-service restaurants,12,04/05/2021,,"(34.2753, -118.5723)"
0000836724-0001-8,VVM INC,SORRENTO'S  RESTAURANT & PIZZA | SORRENTO'S RESTAURANT & PIZZA,2428 S WESTERN AVENUE,SAN PEDRO,90732-4334,2428 WESTERN 90732-4334,,,,722110,Full-service restaurants,15,10/01/1968,,"(33.7233, -118.3122)"
0000202703-0001-5,VICTORANO RODRIGUEZ,EL TACO LLAMA,7559 TOPANGA CANYON BLVD,CANOGA PARK,91303-1215,7559 TOPANGA CANYON 91303-1215,,,,722110,Full-service restaurants,3,10/01/1998,,"(34.2077, -118.6059)"
0000492178-0001-2,SUN HAI INN CORP,SUN HAI INN CHINESE RESTAURANT,3176 LOS FELIZ BLVD,LOS ANGELES,90039-1507,3176 LOS FELIZ 90039-1507,9459   GUESS STREET   #B,ROSEMEAD,91770-2102,722110,Full-service restaurants,13,07/01/1997,,"(34.1236, -118.2681)"
0000737900-0001-1,EBI ENTERPRISES INC,POPEYES CHICKEN #3362,12659 GLENOAKS BLVD,SYLMAR,91342-4748,12659 GLENOAKS 91342-4748,8016 LOUISE AVENUE,NORTHRIDGE,91325-4446,722110,Full-service restaurants,7,11/10/2003,,"(34.3004, -118.4404)"
0003009247-0001-1,"RORO'S CHICKEN, INC",RORO'S CHICKEN,6660 W SUNSET BLVD   SUITE #C,LOS ANGELES,90028-7161,6660 SUNSET 90028-7161,,,,722110,Full-service restaurants,13,10/01/2017,,"(34.0976, -118.3357)"
0000888472-0001-9,JACK IN THE BOX INC,,7264 TOPANGA CANYON BLVD,CANOGA PARK,91303-1239,7264 TOPANGA CANYON 91303-1239,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,3,11/01/1970,,"(34.2023, -118.6059)"
0000260464-0013-4,CARLS JR RESTAURANTS LLC,CARLS JR RESTAURANT #273 | CKE RESTAURANTS HOLDINGS INC,3005 W 6TH STREET,LOS ANGELES,90020-1505,3005 6TH 90020-1505,6700   TOWER CIRCLE   SUITE #1000,FRANKLIN,37067-1490,722110,Full-service restaurants,10,06/27/1979,,"(34.0636, -118.2871)"
0000994682-0001-1,POYO INC,EL POLLO LOCO,6752 RESEDA BLVD,RESEDA,91335-5315,6752 RESEDA 91335-5315,6850   TAMPA AVENUE,RESEDA,91335-3744,722110,Full-service restaurants,3,12/17/1999,,"(34.193, -118.536)"
0000387430-0023-1,ARAMARK SERVICES INC,,2400   MARKET STREET,PHILADELPHIA,19103-3041,2400 MARKET 19103-3041,,,,722110,Full-service restaurants,0,05/23/2019,,"(39.9541, -75.1787)"
0002548788-0001-1,Y D WILSHIRE INC,SHIN SA YOUNG DONG RESTAURANT,3828 WILSHIRE BLVD,LOS ANGELES,90010-3203,3828 WILSHIRE 90010-3203,6086   BEACH BLVD,BUENA PARK,90621-2301,722110,Full-service restaurants,10,01/01/2011,,"(34.0616, -118.3092)"
0003030362-0001-7,BABY BLUES ECHO PARK LLC,,1901 W SUNSET BLVD,LOS ANGELES,90026-3228,1901 SUNSET 90026-3228,444   LINCOLN BLVD,VENICE,90291-2829,722110,Full-service restaurants,13,03/01/2018,,"(34.0782, -118.2611)"
0002615621-0004-9,LE ZINC BAR LLC,ZINQUE,1440   LINCOLN BLVD,VENICE,90291-3516,1440 LINCOLN 90290,726   PALMS BLVD,VENICE,90291-3849,722110,Full-service restaurants,11,04/15/2021,,"(33.9977, -118.4602)"
0003133642-0001-1,LETTERMENS SPORTS BAR LLC,,24328   MAIN STREET,SANTA CLARITA,91321-2913,24328 MAIN 91321,,,,722110,Full-service restaurants,0,07/01/2019,,"(34.3795, -118.528)"
0002577437-0001-6,KYUNG LAN KIM,KAU KAU,3435 WILSHIRE BLVD SUITE #109,LOS ANGELES,90010-1902,3435 WILSHIRE 90010-1902,426 S NORTON AVENUE APT #200,LOS ANGELES,90020-4643,722110,Full-service restaurants,10,01/03/2011,,"(34.0617, -118.2985)"
0000658808-0001-3,CHARANJIT S BASRA,SUBWAY SANDWICHES & SALADS #24773,11220 LAUREL CANYON BLVD,SAN FERNANDO,91340-4348,11220 LAUREL CANYON 91340-4348,77 N MACLAY AVENUE #B,SAN FERNANDO,91340-3301,722110,Full-service restaurants,7,02/08/2002,,"(34.2739, -118.4482)"
0002998556-0005-1,"HRG VALLEY GROUP, LLC",BURGER KING 5051,8500   RESEDA BLVD,NORTHRIDGE,91324-4628,8500 RESEDA 91324-4628,3532   OVERLAND AVENUE   SUITE #A,LOS ANGELES,90034-5522,722110,Full-service restaurants,12,09/01/2017,,"(34.2249, -118.5355)"
0000617035-0002-1,"NEWCO FOODS, INC.",JACK IN THE BOX #317,19322 ROSCOE BLVD,NORTHRIDGE,91324-4241,19322 ROSCOE 91324-4241,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,3,06/23/1997,,"(34.2204, -118.5543)"
0002493992-0001-4,NASSA SONS INC,ANARBAGH RESTAURANT,17312 VENTURA BLVD,ENCINO,91316-4917,17312 VENTURA 91316-4917,,,,722110,Full-service restaurants,5,05/01/2010,,"(34.1608, -118.51)"
0000018006-0001-1,HOVAHANNES BADIKYAN,LORY'S RESTAURANT,4963 W SUNSET BLVD,LOS ANGELES,90027-5813,4963 SUNSET 90027,,,,722110,Full-service restaurants,13,06/03/2003,,"(34.0981, -118.2976)"
0000026670-0012-5,C G INVESTMENTS INC,SUBWAY SANDWICHES #10107,6238 WILSHIRE BLVD,LOS ANGELES,90048-5104,6238 WILSHIRE 90048-5104,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,5,07/22/1997,,"(34.0632, -118.3642)"
0000025900-0001-1,MARIA E CARRILLO,TACOS  CARRILLO,12722 GAIN STREET,PACOIMA,91331-1936,12722 GAIN 91331-1936,12360   EL ORO WAY,GRANADA HILLS,91344-1611,722110,Full-service restaurants,7,05/01/2003,,"(34.2668, -118.4091)"
0000502662-0001-1,ANGEL R MONTES,SAN MARCOS,636 N AVALON BLVD,WILMINGTON,90744-5808,636 AVALON 90744-5808,,,,722110,Full-service restaurants,15,06/01/1985,,"(33.7776, -118.2622)"
0002228943-0003-8,SKG ENTERPRISES INC,SUBWAY 47454,20942 ROSCOE BLVD,CANOGA PARK,91304-4308,20942 ROSCOE 91304-4308,,,,722110,Full-service restaurants,3,01/01/2009,,"(34.2199, -118.5894)"
0003027123-0001-5,MARIO E MENJIVAR,EL BUEN SABOR RESTAURANT INC,4306 N FIGUEROA STREET,LOS ANGELES,90065-3014,4306 FIGUEROA 90065-3014,,,,722110,Full-service restaurants,1,10/01/2017,,"(34.0946, -118.208)"
0002676826-0001-9,"HARUNAMI, INC.",TOMOYA SUSHI & IZAKAYA,6020 CANOGA AVENUE SUITE #100,WOODLAND HILLS,91367-3743,6020 CANOGA 91367-3743,,,,722110,Full-service restaurants,3,03/15/2013,,"(34.1796, -118.5973)"
0000206582-0001-2,ANTHONY FANARA,PALERMO ITALIAN RESTAURANT,1858 N VERMONT AVENUE,LOS ANGELES,90027-4215,1858 VERMONT 90027-4215,,,,722110,Full-service restaurants,4,05/01/1976,,"(34.1046, -118.2917)"
0000256175-0001-1,LEUEN INC / RIORDAN LTD,THE ORIGINAL PANTRY CAFE,877 S FIGUEROA STREET,LOS ANGELES,90017-2507,877 FIGUEROA 90017-2507,,,,722110,Full-service restaurants,14,07/01/1973,,"(34.0464, -118.2625)"
0000285168-0001-3,TACOS 2000 INC,TACO BELL #86,5958 LANKERSHIM BLVD,N HOLLYWOOD,91601-1007,5958 LANKERSHIM 91601-1007,14431 VENTURA BLVD #263,SHERMAN OAKS,91423-2606,722110,Full-service restaurants,2,01/01/2000,,"(34.1787, -118.383)"
0003002300-0006-2,AREAS CREWS LAX JV LLC,DELI & CO #325,300   WORLD WAY   SPACE #325,LOS ANGELES,90045-5856,300 WORLD 90045-5856,5301   BLUE LAGOON DRIVE   SUITE #690,MIAMI,33126-7034,722110,Full-service restaurants,11,12/07/2017,,"(33.9451, -118.4072)"
0002513489-0001-6,VILLA BORGHETTI INC,FARFALLA RESTAURANT,16403 VENTURA BLVD UNIT #D,ENCINO,91436-4377,16403 VENTURA 91436-4377,16403   VENTURA BLVD   SUITE #D,ENCINO,91436-4377,722110,Full-service restaurants,5,08/02/2010,,"(34.1572, -118.4901)"
0003038542-0001-4,EKVARIN TUNGIDTHIPOKAI,CHUAN CHIM,5644   HOLLYWOOD BLVD,LOS ANGELES,90028-6810,5644 HOLLYWOOD 90028-6810,,,,722110,Full-service restaurants,13,02/01/2018,,"(34.1013, -118.3129)"
0002057337-0002-6,NEW INDIAS OVEN INC,NEW INDIA'S OVEN,13444 MAXELLA AVENUE,MARINA DEL REY,90292-5620,13444 MAXELLA 90292-5620,,,,722110,Full-service restaurants,11,09/26/2013,,"(33.987, -118.4405)"
0000939582-0001-1,DONG YUN ZHAO,YANUSA,2740 W OLYMPIC BLVD,LOS ANGELES,90006-2633,2740 OLYMPIC 90006-2633,,,,722110,Full-service restaurants,10,10/28/1998,,"(34.0526, -118.2931)"
0002302610-0001-1,435 NORTH FAIRFAX LLC,ANIMAL RESTAURANT,435 N FAIRFAX AVENUE,LOS ANGELES,90036-1716,435 FAIRFAX 90036-1716,23622   CALABASAS ROAD   SUITE #331,CALABASAS,91302-1594,722110,Full-service restaurants,5,07/03/2007,,"(34.0791, -118.3614)"
0002051451-0004-7,NEMATZADEH ENTERPRISES INC,JACK IN THE BOX #3339,1335 S SOTO STREET,LOS ANGELES,90023-2648,1335 SOTO 90023-2648,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,14,06/09/2008,,"(34.0253, -118.2197)"
0000798583-0001-6,MERCEDES CUBAN GRILLE INC,MERCEDES CUBAN GRILLE,14 WASHINGTON BLVD,MARINA DEL REY,90292-5124,14 WASHINGTON 90292-5124,,,,722110,Full-service restaurants,11,05/27/1998,,"(33.9792, -118.4665)"
0002700192-0001-6,STEVE JESSE CAMPOS,MARISCOS PUERTOS DEL PACIFICO,1240 S SOTO STREET,LOS ANGELES,90023-2616,1240 SOTO 90023-2616,,,,722110,Full-service restaurants,14,09/04/2013,,"(34.0275, -118.2195)"
0002761755-0001-0,"MERCADO ON CAHUENGA, LLC",,3413 CAHUENGA BLVD W,LOS ANGELES,90068-1329,3413 CAHUENGA 90068-1329,,,,722110,Full-service restaurants,4,10/01/2014,,"(34.1319, -118.3525)"
0002996583-0002-0,CLARA BENNIE ONELUM,TOTO'S AFRICAN CUISINE,15355   SHERMAN WAY   #L,VAN NUYS,91406-4200,15355 SHERMAN 91406-4200,,,,722110,Full-service restaurants,6,01/01/2019,,"(34.2018, -118.468)"
0000570590-0001-4,LA 27TH RESTAURANT INC,LA 27TH,1830 W PICO BLVD #C,LOS ANGELES,90006-5018,1830 PICO 90006-5018,,,,722110,Full-service restaurants,1,11/02/2001,,"(34.0459, -118.2798)"
0002929770-0002-6,CHIGUACLE CORP,CHIGUACLE RESTAURANT & BAKERY,8255   SUNLAND BLVD,SUN VALLEY,91352-3363,8255 SUNLAND 91352-3363,555 N SPRING STREET   APT #A341,LOS ANGELES,90012-4654,722110,Full-service restaurants,6,08/02/2019,,"(34.2209, -118.368)"
0002725634-0001-3,THE GREYHOUND LLC,THE GREYHOUND,5570 N FIGUEROA STREET,LOS ANGELES,90042-4120,5570 FIGUEROA 90042-4120,,,,722110,Full-service restaurants,1,01/01/2014,,"(34.1089, -118.1941)"
0000026670-0019-2,C G INVESTMENTS INC,SUBWAY #13163,11275 SANTA MONICA BLVD,LOS ANGELES,90025-3155,11275 SANTA MONICA 90025-3155,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,11,08/09/2001,,"(34.0466, -118.448)"
0003012811-0001-7,TAKATIS INC,,6470   VAN NUYS BLVD,VAN NUYS,91401-1494,6470 VAN NUYS 91401-1494,,,,722110,Full-service restaurants,6,10/20/2017,,"(34.1882, -118.4483)"
0000467350-0001-2,RIMINI INC,ANGELINE OSTERIA,7313 BEVERLY BLVD,LOS ANGELES,90036-2534,7313 BEVERLY 90036-2534,,,,722110,Full-service restaurants,5,05/01/2001,,"(34.0761, -118.3489)"
0002362482-0001-8,CC VENICE LLC,CABO CANTINA,30 WASHINGTON BLVD,MARINA DEL REY,90292-5124,30 WASHINGTON 90292-5124,8272 W SUNSET BLVD UNIT #D,WEST HOLLYWOOD,90046-2416,722110,Full-service restaurants,11,12/15/2007,,"(33.9793, -118.4663)"
0003031464-0001-1,HOUSE OF KAZOKU SUSHI HOLLYWOOD,,5259   HOLLYWOOD BLVD,LOS ANGELES,90027-4912,5259 HOLLYWOOD 90027-4912,5259   HOLLYWOOD BLVD,LOS ANGELES,90027-4912,722110,Full-service restaurants,13,01/01/2018,,"(34.1019, -118.3052)"
0002371245-0001-0,FRESCO'S GYM LLC,GJELINA,1429 ABBOT KINNEY BLVD,VENICE,90291-3740,1429 ABBOT KINNEY 90291-3740,322   SUNSET AVENUE,VENICE,90291-2632,722110,Full-service restaurants,11,07/21/2008,,"(33.9904, -118.4653)"
0002836939-0001-0,TLAYUDA LA RESTAURANT LLC,TLAYUDA L.A. MEXICAN RESTAURANT,5450 SANTA MONICA BLVD,LOS ANGELES,90029-2332,5450 SANTA MONICA 90029-2332,,,,722110,Full-service restaurants,13,06/23/2015,,"(34.0907, -118.3079)"
0003018364-0001-1,TREJOS CANTINA WOODLAND HILLS LLC,TREJO'S CANTINA - WOODLAND HILLS,21550   OXNARD STREET   SUITE #125,WOODLAND HILLS,91367-7168,21550 OXNARD 91367-7168,631 N LARCHMONT BLVD   APT #2,LOS ANGELES,90004-1331,722110,Full-service restaurants,3,11/21/2017,,"(34.1787, -118.5997)"
0003010987-0001-3,CLAYTON AND CASEY CORPORATION,,2561 W OLYMPIC BLVD,LOS ANGELES,90006-2986,2561 OLYMPIC 90006-2986,,,,722110,Full-service restaurants,1,08/01/2017,,"(34.0526, -118.2869)"
0002651378-0001-6,PARK'S BBQ EXPRESS INC,OLEEGO,735 S FIGUEROA STREET UNIT #123,LOS ANGELES,90017-2561,735 FIGUEROA 90017-2561,,,,722110,Full-service restaurants,14,12/19/2012,,"(34.0488, -118.2603)"
0002243893-0001-8,EASTSIDE HOLDING LP,LITTLE DOM'S,2128 HILLHURST AVENUE,LOS ANGELES,90027-2012,2128 HILLHURST 90027-2012,,,,722110,Full-service restaurants,4,01/07/2008,,"(34.1107, -118.2874)"
0000316224-0001-7,BJ'S RESTAURANTS INC,CHICAGO PIZZERIA GRILL & BREWERY-BJ'S #411,939 BROXTON AVENUE,LOS ANGELES,90024-2801,939 BROXTON 90024-2801,7755 CENTER AVENUE SUITE #300,HUNTINGTON BEACH,92647-3084,722110,Full-service restaurants,5,04/15/1996,,"(34.0625, -118.447)"
0000041726-0009-9,YOSHINOYA AMERICA INC,BEEF BOWL #146,7300 TOPANGA CANYON BLVD #10 11,CANOGA PARK,91303-3333,7300 TOPANGA CANYON 91303-3333,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,3,03/09/1987,,"(34.2028, -118.6059)"
0000254662-0001-1,MARRIOTT HOTEL SERVICES INC,,5855 W CENTURY BLVD,LOS ANGELES,90045-5614,5855 CENTURY 90045-5614,,,,722110,Full-service restaurants,11,01/02/1970,,"(33.9455, -118.3845)"
0002742653-0001-7,AGUSFUNK HOLLYWOOD INC,TIAGO COFFEE BAR & KITCHEN,7080 HOLLYWOOD BLVD SUITE #106,LOS ANGELES,90028-6906,7080 HOLLYWOOD 90028-6906,,,,722110,Full-service restaurants,13,12/01/2013,,"(34.1015, -118.3443)"
0000442327-0001-4,LEONOR M/ROBERTO T HIGAREDA,PINAS CAFE #1,875 W 9TH STREET,SAN PEDRO,90731-3603,875 9TH 90731-3603,,,,722110,Full-service restaurants,15,10/01/1996,,"(33.736, -118.2962)"
0002225595-0001-4,RESEDA ENTERPRISE INC,SHIK DO RAK - NORTHRIDGE,18434 DEVONSHIRE STREET,NORTHRIDGE,91325-1008,18434 DEVONSHIRE 91325-1008,18434 DEVONSHIRE STREET,NORTHRIDGE,91325-1008,722110,Full-service restaurants,12,02/02/2007,,"(34.2572, -118.5349)"
0000741547-0001-7,AKI RESTAURANT INC,,11513 SANTA MONICA BLVD,LOS ANGELES,90025-3007,11513 SANTA MONICA 90025-3007,,,,722110,Full-service restaurants,11,06/01/1967,,"(34.0453, -118.4523)"
0002810162-0001-7,DANNYS BAKERY INC,GUATEMALTECA BAKERY,4032 BEVERLY BLVD,LOS ANGELES,90004-3314,4032 BEVERLY 90004-3314,,,,722110,Full-service restaurants,13,02/27/2015,,"(34.0762, -118.2969)"
0000733469-0001-3,EL BARON DE CENTRO AMERICA RESTAURANT LLC,EL BARON RESTAURANT & PUPUSERIA,2757 W PICO BLVD,LOS ANGELES,90006-3913,2757 PICO 90006-3913,1646 S SIERRA BONITA AVENUE,LOS ANGELES,90019-3928,722110,Full-service restaurants,1,12/01/2002,,"(34.0472, -118.2991)"
0000336743-0001-3,WILLIAM M GIAMELA,GIAMELAS SUBMARINE SANDWICH,3178 LOS FELIZ BLVD,LOS ANGELES,90039-1507,3178 LOS FELIZ 90039-1507,8020 DEERING AVENUE,CANOGA PARK,91304-5010,722110,Full-service restaurants,13,11/01/1984,,"(34.1236, -118.2682)"
0002654260-0001-0,PBF & E LLC,GUELAGUETZA,3014 W OLYMPIC BLVD,LOS ANGELES,90006-2516,3014 OLYMPIC 90006-2516,,,,722110,Full-service restaurants,10,12/31/2012,,"(34.0526, -118.3004)"
0002928228-0001-8,SKYS GOURMET MARKETPLACE,,4333   ADMIRALTY WAY   SUITE #1,MARINA DEL REY,90292-5469,4333 ADMIRALTY 90292-5469,4333   ADMIRALTY WAY   SUITE #001,MARINA DEL REY,90292-5469,722110,Full-service restaurants,0,08/20/2016,,"(33.984, -118.4527)"
0003093483-0001-7,"CEVICHERO, LLC",CEVICHE PROJECT,2524 1/2   HYPERION AVENUE,LOS ANGELES,90027-3317,2524 1/2 HYPERION 90027,1431 N BENTON WAY,LOS ANGELES,90026-2216,722110,Full-service restaurants,4,01/01/2019,,"(34.1053, -118.2728)"
0000405557-0001-8,MIHRAN HOVHANNISYAN,INDEPENDENT DISTRIBUTION,4915 TYRONE AVENUE UNIT #207,SHERMAN OAKS,91423-1107,4915 TYRONE 91423-1107,12410   FOOTHILL BLVD   SUITE #B,SYLMAR,91342-8649,722110,Full-service restaurants,4,04/15/2001,,"(34.1597, -118.4443)"
0002764594-0001-5,LAURA O ROMERO,EL RINCONCITO,501 N WESTERN AVENUE,LOS ANGELES,90004-2605,501 WESTERN 90004-2605,,,,722110,Full-service restaurants,13,07/24/2014,,"(34.0803, -118.3091)"
0000195355-0058-7,PANDA EXPRESS INC,PANDA EXPRESS # 3079 | PANDA EXPRESS #3079,9007   WOODMAN AVENUE   SUITE #D,ARLETA,91331-6404,9007 WOODMAN 91331-6404,1683   WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,6,12/20/2018,,"(34.2342, -118.4401)"
0002484443-0003-7,TYP RESTAURANT GROUP INC,TENDER GREENS,505 W 6TH STREET,LOS ANGELES,90014-1201,505 6TH 90014-1201,1201 W 5TH STREET,LOS ANGELES,90017-2019,722110,Full-service restaurants,14,07/15/2014,,"(34.048, -118.2541)"
0002679614-0001-1,MC SHERMAN OAKS ENTERPRISES,MARIE CALLENDER'S SHERMAN OAKS # 16,14743 VENTURA BLVD,SHERMAN OAKS,91403-3641,14743 VENTURA 91403-3641,,,,722110,Full-service restaurants,4,12/01/2012,,"(34.1518, -118.454)"
0000267458-0008-3,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7493,5166 VINELAND AVENUE,N HOLLYWOOD,91601-3849,5166 VINELAND 91601-3849,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,2,11/27/2000,,"(34.164, -118.3702)"
0003110853-0001-1,MEEMONEY 888 INC,SOO RAA THAI AMERICAN CHIC,10650   RIVERSIDE DRIVE,TOLUCA LAKE,91602-2319,10650 RIVERSIDE 91602-2319,,,,722110,Full-service restaurants,4,03/01/2019,,"(34.1519, -118.3637)"
0003201474-0001-7,ARIANA VALDEZ,TAQUERIA RANCHITO,7825 S BROADWAY,LOS ANGELES,90003-2435,7825 Broadway 90003-2435,7825 S BROADWAY,LOS ANGELES,90003-2435,722110,Full-service restaurants,9,05/27/2020,,"(33.9686, -118.2785)"
0002906283-0001-0,PIKNIC AM-HK LLC,,2000   AVENUE OF THE STARS,LOS ANGELES,90067-4700,2000 AVENUE OF THE STARS 90067-4700,16030   VENTURA BLVD   SUITE #430,ENCINO,91436-2731,722110,Full-service restaurants,5,05/01/2016,,"(34.0589, -118.4159)"
0003100941-0001-1,"NELA BIERGARTEN, INC.",HINTERHOF GERMAN KITCHEN AND BEER GARDEN,4939   YORK BLVD,LOS ANGELES,90042-1609,4939 YORK 90042,2437   ARTHUR STREET,LOS ANGELES,90065-2801,722110,Full-service restaurants,14,01/05/2019,,"(34.122, -118.2081)"
0003061392-0001-4,OLGA MARROQUIN,LA FLOR DE IZOTE,111 N PACIFIC AVENUE,SAN PEDRO,90731-2037,111 PACIFIC 90731-2037,,,,722110,Full-service restaurants,15,06/20/2018,,"(33.7436, -118.2883)"
